name,slug,one_liner,long_description,website,batch,industry,subindustry,tags,team_size,status,stage,relevance_score,matched_keywords
Golf,golf,Control layer for remote MCP servers,"With Golf MCP gateway you can move from local to remote servers, and stay in control over deployment.  Companies use Golf to deploy remote MCP servers, with full observability layer on top.",https://golf.dev/,X25,B2B,B2B -> Infrastructure,Artificial Intelligence; Developer Tools; Infrastructure,2,Active,Early,12,T2:\bmcp\b; T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bdeploy; T4:\bobservab
Halluminate,halluminate,Data and RL environments to automate knowledge work,"We help foundation model labs and enterprises train computer use AI with data and sandboxes.

A knowledge worker spends 90% of their day on a computer. A productive AI agent must similarly learn how to use our computers, browsers, and software to deliver real world value. 

Today, browser and computer use AI is inaccurate, slow, and expensive. Model labs and enterprises who want to improve these agents are bottlenecked by two resources: 

1) High quality datasets for benchmarking and evaluations
2) Realistic sandbox environments for safe and accurate testing/training (ex. a simulated version of Salesforce) 

Halluminate offers a suite of products and services to address both these issues. 

Our evaluation service combines proprietary datasets with high quality annotations to help our customers identify and prioritize the biggest failure modes of their computer- and browser- use AI. 

Our platform provides a catalog of fully managed sandboxes, empowering our customers to safely and accurately test/train at scale, resulting in improved performance. 

Our customers see
- Improved browser- and computer-use agent performance
- New and emergent frontier agent capabilities
- Data driven prioritization leading to exponentially faster development speed
- Increased revenue/sales via marketing from public benchmarks

Our paying customers already include leading computer use model labs and the two largest browser agent companies in the space. 

Wyatt and Jerry are friends that met their first week of school studying CS at Cornell University. They’ve been working and studying together for 7+ years. 
",https://halluminate.ai/,Summer 2025,B2B,B2B,,2,Active,Early,12,T2:\bcomputer use\b; T4:\bplatform\b; T4:\bsandbox\b; T4:\bevaluat; T4:\bbrowser\b
truthsystems,truthsystems,Automatically blocking risky behavior with real-time governance agents,"Truth Systems provides a compliance agent to govern the use of generative AI. It translates operational policies into intelligent, real-time guardrails that monitor every AI interaction. This empowers companies to proactively block non-compliant actions and align access to AI tools with user competency. By eliminating the risks and operational blind spots associated with uncontrolled AI adoption, our platform enables enterprises to fully leverage the technology's potential without compromising security. 

We are establishing the new standard for AI governance, building a future where every professional can innovate safely and confidently.",https://www.truthsystems.ai,Summer 2025,B2B,B2B -> Infrastructure,Artificial Intelligence; B2B,3,Active,Early,12,T2:\bguardrail; T4:\binfrastructure\b; T4:\bplatform\b; T4:\bcompliance\b; T4:\bmonitor
Cyberdesk,cyberdesk,Self learning computer use agent for developers,"Cyberdesk is the first self learning computer use agent for developers to automate desktop workflows. 

For example, one of our customers is building an AI agent for hospital patient intake, and they’re using us to automate an entire team of people manually clicking and typing into a desktop app to book appointments. 

We launched mid July, and our agent is already operating in production environments, creating appointments in electronic health record apps and processing files in legacy ERPs.

We’ve built the first computer use agent that memorizes tasks and repeats them quickly while still adapting to unexpected changes on the screen. A good analogy is to how humans use computers: once we get used to an app, we use it much faster, while still adapting to random popups and crashes. This new paradigm for computer use will be needed by every company automating human workflows on computers.

Mahmoud previously built robotic process automation solutions impacting 20K+ employees at a Fortune 100 company. He also built AI & ML solutions at Baylor College of Medicine Neuroscience & Texas Children's Hospital + co-published a paper at the Rice Networks Group. 

Alan is ex-NASA and previously dropped out to be the first founding engineer at a PearX startup. He is a second time founder, having previously built and scaled a consumer AI app to thousands of paying users.

Computer-use agents will automate the $6T dollars spent on enterprise knowledge work and Cyberdesk will be the platform to power this.

We’d love to talk with you!
https://cal.com/mahmoud-al-madi-klrs5s/30min",https://www.cyberdesk.io,Summer 2025,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; Developer Tools; Robotic Process Automation; Workflow Automation; Enterprise Software,2,Active,Early,12,T2:\bcomputer use\b; T4:\bplatform\b; T4:\bdeveloper tool; T4:\bworkflow\b; T4:\bautomation\b
Trace,trace-so,Workflow automation that routes tasks to humans and AI,"Trace is a workflow automation platform that routes tasks to the right agent – human or AI. We enable enterprise-grade context and AI orchestration in mid-sized teams. 

Trace breaks workflows into clear steps, sends repetitive tasks to AI agents, and routes the rest to the right people while respecting permissions and logging every action. 

We help teams cut busywork and unify AI tools across departments – helping companies adopt AI in days rather than months.",https://www.trace.so/,Summer 2025,B2B,B2B -> Productivity,Artificial Intelligence; SaaS; B2B; Workflow Automation; Productivity,5,Active,Early,12,T2:\bai.*orchestrat; T4:\bplatform\b; T4:\bworkflow\b; T4:\bautomation\b; T4:\bcontext\b
BrowserBook,browserbook,The Browser Automation IDE,"BrowserBook makes it easy to reliably automate the web. It's a Jupyter-style IDE for browser automation that combines a live browser, executable code cells, and an AI coding assistant to generate Playwright scripts that are deterministic by default. Developers use BrowserBook to build, debug, and deploy robust web automations, powering AI agents, QA workflows, and data operations.",https://www.browserbook.com,Fall 2024,B2B,B2B -> Productivity,Artificial Intelligence; Developer Tools; Robotic Process Automation; SaaS; Automation,3,Active,Early,12,T2:\bbrowser automation\b; T4:\bdeveloper tool; T4:\bdeploy; T4:\bautomation\b; T4:\bbrowser\b
Keywords AI,keywords-ai,"LLM observability, prompt management, evals.","Keywords AI is used by 40+ fastest growing YC startups to ship reliable AI features really fast.

Monitor and debug:
- Request logging with full text search to monitor AI in prod
- LLM agent tracing to debug workflows with ease
- Metrics dashboard to understand usage, cost, latency, and get product growth metrics
- User analytics to learn how every user is using your product

Build and iterate:
- Collaborative prompt management
- Playground for 350+ models
- Model gateway with OpenAI/Anthropic API interface
- Eval & experiments",https://keywordsai.co,W24,B2B,"B2B -> Engineering, Product and Design",AIOps; Artificial Intelligence; Developer Tools; SaaS; Monitoring,4,Active,Early,12,T2:\bprompt management\b; T4:\bdeveloper tool; T4:\bapi\b; T4:\bmonitor; T4:\bobservab
Tensol,tensol,"AI Employees for Startups, Built on OpenClaw","Tensol lets you deploy and manage AI employees for your team - built on OpenClaw. Your AI employee has full context of your company, is running 24/7 and can monitor Slack, track Sentry errors, update your CRM. We handle the setup and deployment of isolated VMs, no need for a Mac mini, a dedicated phone number or a devOps engineer.

Tensol also lets you create specialized AI employees for different jobs, like engineering, sales, and support, from a simple UI. You can connect the tools your team already uses (Slack, GitHub, Sentry, HubSpot, Linear, Gmail, and more) with one-click integrations and a quick OAuth flow that takes about two minutes. Each AI employee also gets its own dedicated identity, so it can operate like a real teammate.",https://www.tensol.ai,Winter 2026,B2B,B2B -> Infrastructure,Artificial Intelligence; B2B; Productivity; Enterprise Software,2,Active,Early,11,T4:\binfrastructure\b; T4:\bidentity\b; T4:\bdeploy; T4:\bmonitor; T4:\bcontext\b
RunAnywhere,runanywhere,The default way of running On-Device AI at Scale,"Edge AI is inevitable, but shipping it is painful: every device class behaves differently, runtimes vary, models are huge, and performance collapses under memory/power constraints. RunAnywhere turns that into an enterprise-ready workflow: one SDK to run models on-device, plus a control plane to manage models, enforce policies, and measure outcomes across thousands of devices.",https://www.runanywhere.ai/,Winter 2026,B2B,B2B -> Infrastructure,Artificial Intelligence; Developer Tools; IoT; Open Source; Enterprise,2,Active,Early,11,T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bsdk\b; T4:\bworkflow\b; T4:\bmemory\b
Sonarly,sonarly,The AI engineer for production,"We’d like to automate monitoring. To advance that mission, we’re building Sonarly.

Software has two phases: build time and run time. Coding agents are getting great at build time, but production is still a mess of charts, logs, and noisy alerts. Sonarly triages production alerts, deduping - prioritizing, and attaching the missing context - so teams can trust what pages them and fix the right issue fast. As you deploy new code, Sonarly keeps alerts and investigations up to date automatically.",https://sonarly.com,Winter 2026,B2B,"B2B -> Engineering, Product and Design",Developer Tools; Generative AI,2,Active,Early,11,T4:\bdeveloper tool; T4:\btrust\b; T4:\bdeploy; T4:\bmonitor; T4:\bcontext\b
Bear,bear,Marketing Stack for AI Agents,"Bear helps companies capture and convert the highest-intent leads on the internet - visitors clicking from ChatGPT, Perplexity, and other AI agents. Bear owns the entire funnel from agent discovery to conversion. ",https://usebear.ai,Fall 2025,B2B,B2B -> Marketing,Generative AI; SaaS; B2B,2,Active,Early,11,T1:for ai agents
Parachute,parachute,Infrastructure for hospitals to monitor and deploy clinical AI ,"Parachute helps hospitals adopt AI safely and at scale. We vet AI tools that fill clinical gaps, run state-of-the-art evaluations, monitor every model for drift and compliance, and lock every decision in an immutable audit trail.",https://parachute-ai.com,Summer 2025,Healthcare,Healthcare -> Healthcare IT,SaaS; Health Tech; B2B; Healthcare IT; AI,2,Active,Early,11,T4:\binfrastructure\b; T4:\bcompliance\b; T4:\bdeploy; T4:\bmonitor; T4:\bevaluat
Floot,floot,The easiest way for non-coders to build apps with AI.,"Floot lets non-coders & entrepreneurs build real web apps that actually work. We’re taking a new approach by building everything from the ground up for AI.

✨ Try building an app at floot.com

Existing AI app builders fall short of enabling non-coders to build real, serious apps. They often:
- Break down when building anything more than a prototype or toy app
- Have non-coders stuck with errors they don’t understand
- Require non-coders to handle multiple services designed for developers (e.g. for backend, database, hosting, etc)

The fundamental problem: these AI app builders just cobble together existing developer tools and slap AI on top, but these tools were designed for humans and not for AI.

The result? Non-coders get excited, start building, hit a wall, and then abandon their projects.

Floot is purpose-built for AI. Our secret sauce:

1) Instead of reusing a coding framework designed for humans, we created a specialized framework that dictates how AI should write code and how the code runs on our infrastructure. This allows us to enforce best practices, detect errors earlier, and give the best feedback to the AI. As a result, Floot can write better code and fix issues more effectively.

2) Floot has the entire tech stack built-in (backend, database, hosting, etc) so building and managing an app feels seamless, especially for non-coders. And because we control every layer of the stack, we can optimize each layer for AI-first coding.

Because of this, non-coders can get more done with less time and prompting. They can finally build serious apps that work, instead of getting stuck in frustrating error loops and then abandoning their projects.

We also built a highly scalable hosting system directly on AWS so Floot apps can handle real traffic and business demands. This means non-coders can build, deploy, and scale their apps on a single platform seamlessly.

Plus, Floot is really fun to use! Try building an app at floot.com",https://floot.com,Summer 2025,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; SaaS; No-code; Web Development,2,Active,Early,11,T4:\binfrastructure\b; T4:\bplatform\b; T4:\bdeveloper tool; T4:\bframework\b; T4:\bdeploy
F2,f2,The AI platform for private markets investors,"F2 is the AI platform for private markets investors. Purpose-built for private credit, private equity, and commercial banking, F2 accelerates diligence, underwriting, and portfolio monitoring, helping teams evaluate deals over 60% faster. 

F2 turns unstructured deal data into investment-grade analysis and polished memos in minutes. Unlike general-purpose AI, F2 is built with the domain expertise and depth to handle the most complex financial analysis. Already trusted across thousands of deals, F2 makes collaboration easy and retains historical context, so past work compounds into future wins. 

Headquartered in New York City, F2 is backed by leading investors including NFX, Left Lane Capital, and Y Combinator. ",http://f2.ai,Summer 2025,B2B,"B2B -> Engineering, Product and Design",AI,20,Active,Early,11,T4:\bplatform\b; T4:\bbanking\b; T4:\bmonitor; T4:\bevaluat; T4:\bcontext\b
Cekura,cekura-ai,Voice AI and Chat AI agents: Testing and Observability,"Cekura helps Conversational AI companies with automated QA. From pre-production simulation and evaluations to production call monitoring, to assisting customers in setting up the CI/CD pipeline, we help in QA across the agent lifecycle.

We are working with 75+ customers across healthcare, BFSI, logistics, recruitment, and retail. Some of the largest CCAS players and enterprises use Cekura to ship AI voice and chat agents reliably ",https://www.cekura.ai/,Fall 2024,B2B,"B2B -> Engineering, Product and Design",Developer Tools; SaaS; B2B,15,Active,Early,11,T4:\bdeveloper tool; T4:\bmonitor; T4:\bobservab; T4:\bevaluat; T4:\bpipeline\b
Cosmic,cosmic-new,"Build, monetize, and deploy full-stack websites in minutes","The AI platform that has everything you need to build, monetize, and deploy full-stack websites in minutes. 

Beautiful UIs, auth, database, payment processing, deployments, and more natively integrated in one place.",https://www.cosmic.new/,Fall 2024,B2B,B2B,Developer Tools; Generative AI; Web Development; AI,2,Active,Early,11,T4:\bplatform\b; T4:\bdeveloper tool; T4:\bpayment; T4:\bauth; T4:\bdeploy
Storia AI,storia-ai,Open source AI copilot that knows your company's code and its context,"With AI increasingly automating away code generation, software engineers will spend more time reading, judging, and architecting code rather than writing it. Storia is building an open-source copilot that knows a company's codebase and its context.

We are starting with Sage, a Perplexity-like agent for helping developers understand, judge, and generate software. Given an existing codebase, developers can ask Sage questions such as:
1) Given my project’s SLA and latency constraints, what is the appropriate underlying vector database to use? How would I incorporate it into my existing codebase?
2) Why should I pick Redis over Milvus as my underlying vector store?
3) Does this codebase in our organization still work and what steps are required for a complex integration with another library?

Sage’s answers are directly supported by documentation and external references like GitHub, Stack Overflow, technical design documents, and project management software, preventing hallucinations. Today, Sage has up-to-date knowledge about open-source repositories (indexed daily). Tomorrow it will have a deep understanding of every line of code on the Internet. For teams, Sage will know about your private codebase too.

No group has yet solved how to build an AI system that comprehends a codebase and its context and can empower every developer to architect better code, faster. This requires new research advances because vanilla RAG and out-of-the-box LLMs aren’t going to cut it. 

We have 20+ years of software engineering and AI research experience. Julia worked on precursors of Gemini using contextual neural techniques before they were called “RAG” (and applied it to products like Google Keyboard and Pixel phones). Mihail built the earliest LLMs at Amazon Alexa and launched the first contextual deep learning conversational AI system in production at Alexa.
",https://storia.ai,S24,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; Developer Tools; Machine Learning; SaaS,2,Active,Early,11,T2:\bvector database\b; T2:\brag\b; T4:\bdeveloper tool; T4:\bcontext\b
Guardian AI,guardian-ai,Helping healthcare providers fight insurance denials.,"Guardian is an AI platform to help healthcare providers (hospitals, MSOs, physician groups) fight denials and address unpaid claims. Providers deploy Guardian to:

1. Detect emerging patterns in payer reimbursements
2. Automate the diagnosis and resolution of unpaid claims and denials",https://www.withguardian.ai/,S24,Healthcare,Healthcare,Artificial Intelligence; Health Tech; Workflow Automation,2,Active,Early,11,T4:\bplatform\b; T4:\binsurance\b; T4:\bdeploy; T4:\bworkflow\b; T4:\bautomation\b
Zimi,zimi,AI automating post-purchase operations and support for e-commerce,"E-commerce brands rely on disconnected, outdated systems to manage everything after the buy button. From fulfillment and inventory to returns, customer support, and shipment tracking, post-purchase operations are messy, manual, and expensive to scale. Zimi replaces the tangle of disconnected tools with one intelligent system that runs everything after the buy button.

Despite billions spent on e-commerce tech, post-purchase operations remain a black hole—leading to delays, unhappy customers, and skyrocketing support costs. Legacy ERPs are slow, customer service tools are reactive, and logistics platforms don’t connect to CX systems—forcing brands to patch things together with manual work and multiple tools.

Zimi solves this with a single platform that connects 147+ tools and sales channels to centralize data, automate workflows, and power AI agents that proactively resolve issues before customers even ask. Brands use Zimi to route orders intelligently, manage inventory across multiple 3PLs, reduce returns friction, and deliver world-class customer experiences—without the operational chaos.

We built Zimi after watching high-growth brands lose time, money, and trust trying to scale with tools that were never designed to work together. Our founding team has deep experience across e-commerce, logistics, and SaaS, and we're building the post-purchase infrastructure every modern brand will need to compete.
",https://www.withzimi.com,S24,B2B,B2B -> Supply Chain and Logistics,SaaS; B2B; Workflow Automation; E-commerce; AI,2,Active,Early,11,T4:\binfrastructure\b; T4:\bplatform\b; T4:\btrust\b; T4:\bworkflow\b; T4:\bautomation\b
Patched,patched,Open-source workflow automation for dev teams,"Patched empowers development teams to build and deploy AI-assisted workflows that can autonomously complete post-code tasks like documentation, code reviews, and security patching. Our workflows can be customized using a visual builder and can be self-hosted with any AI model, enabling automation without compromising security, control, or compliance.",https://patched.codes,S24,B2B,B2B -> Productivity,Developer Tools; B2B; Open Source; AI,2,Active,Early,11,T4:\bdeveloper tool; T4:\bcompliance\b; T4:\bdeploy; T4:\bworkflow\b; T4:\bautomation\b
PathPilot,pathpilot,AI platform helping Customer Experience teams scale efficiently,"We empower CX teams to deploy AI agents, evaluate 100% of conversations for quality, and accelerate automation — all without needing engineering resources. Whether companies are just starting with AI or already using automation, PathPilot improves agent performance, reduces costs, and ensures the quality and compliance required for high-stakes industries like fintech and gaming.",https://www.getpathpilot.com/,S24,B2B,B2B,Artificial Intelligence; SaaS; B2B; Customer Support,3,Active,Early,11,T4:\bplatform\b; T4:\bcompliance\b; T4:\bdeploy; T4:\bautomation\b; T4:\bevaluat
Stilta,stilta,Cursor for patent practitioners,"Stilta is the AI-native software for patent practitioners, built on agentic workflows to amplify how IP work is done end-to-end. Instead of spending weeks manually researching and drafting patents, practitioners can reduce manual work by up to ~50% while enabling new revenue streams.

Innovation is key to solving the world’s most important challenges, but the tools to protect innovation haven’t kept up. Patent teams are stuck doing high-stakes work with a process built around manual document review and disconnected point solutions. Existing tools are rigid and fail by not integrating AI with clear traceability (every output must be source-backed, referenced, and auditable). General LLM solutions generate text, but they don’t solve trust and integration in legal-grade workflows.

We’re four engineers from McKinsey/QuantumBlack who’ve spent the last few years building and deploying AI for large organizations. Now we are building Stilta because the practitioners protecting the world’s most valuable ideas deserve tools that match the stakes. We’re already live with paying customers in both Europe and the US. ",https://stilta.com,Winter 2026,B2B,B2B,LegalTech; AI,4,Active,Early,10,T2:\bagentic\b; T4:\blegal\b; T4:\btrust\b; T4:\bdeploy
Shofo,shofo,Common Crawl for Videos,"Shofo builds large-scale social media training datasets by collecting, labeling, and enriching public content for pre-training and fine-tuning AI models. Our indexes continuously collect and update every video across hard to access social media platforms. Companies use Shofo to avoid building their own data collection and processing systems and spending months turning unstructured social content into model-ready data. We started with TikTok and are expanding across every major social platform.",https://shofo.ai/,Winter 2026,B2B,B2B -> Infrastructure,Social Media; API; Data Labeling; Big Data; AI,4,Active,Early,10,T2:\bfine-tun; T4:\binfrastructure\b; T4:\bplatform\b; T4:\bapi\b
Bolna AI,bolna-ai,Voice AI to enable India's next billion,"Bolna handles the complexity of voice infra, so enterprises can automate calls faster, better, and cheaper, at scale

Bolna is a Voice AI Orchestration platform purpose-built for Indian enterprises.
Businesses in India run tens of thousands of calls every day - across sales, support, collections, recruitment, and more. Bolna gives them the power to build and deploy Voice AI Agents directly from their transcripts and FAQs, so they can start automating calls immediately.

With Bolna, enterprises get:

1. Full control over agent intelligence, tone, and workflows
2. Cost efficiency at scale with smart routing across providers and price points
3. Enterprise-grade performance on latency, interruptions, multi-language, and multi-accent understanding

",https://bolna.ai,Fall 2025,B2B,B2B,Artificial Intelligence; B2B; Infrastructure; Conversational AI,5,Active,Early,10,T2:\bai.*orchestrat; T4:\binfrastructure\b; T4:\bplatform\b; T4:\bdeploy
Unsiloed AI,unsiloed-ai,API for parsing multimodal unstructured data,"AI teams spend 6+ months building document workflows, yet fewer than 10% ever reach production. Generic LLM parsers and OCR collapse on multimodal documents with text, tables, images, and charts. Poor parsing and suboptimal chunking cripple RAG pipelines and downstream automation. Unsiloed AI has built state-of-the-art vision models which serves as the infrastructure layer for turning unstructured data into structured, queryable, and LLM-ready assets.

Our APIs are already parsing hundreds of thousands of documents for startups and NASDAQ-listed enterprises, powering vertical AI solutions across industries. On public benchmarks, Unsiloed AI consistently outperforms solutions from LlamaIndex, Gemini, Mistral, and Unstructured.io among others.",https://www.unsiloed.ai/,Fall 2025,B2B,B2B,Artificial Intelligence; B2B; Infrastructure; APIs,2,Active,Early,10,T2:\brag\b; T4:\binfrastructure\b; T4:\bapi\b; T4:\bautomation\b
Klavis AI,klavis-ai-2,Open source MCP clients and Servers,"Build an open source Model Context Protocol (MCP) platform & SDK that simplifies using, creating, and scaling MCPs.",https://www.klavis.ai/,X25,B2B,Unspecified,Artificial Intelligence; Open Source,2,Active,Early,10,T2:\bmcp\b; T4:\bplatform\b; T4:\bsdk\b; T4:\bcontext\b
Moby Analytics,moby-analytics,AI financial auditors,"At Moby Analytics, we provide the first AI agentic platform built for financial auditors. Auditors easily create and deploy AI agents to automate audit workflows. No code, just prompts and domain expertise.",https://www.mobyanalytics.com/,Spring 2025,B2B,B2B -> Finance and Accounting,Artificial Intelligence; Automation,4,Active,Early,10,T2:\bagentic\b; T4:\bplatform\b; T4:\bdeploy; T4:\bautomation\b
Cotool,cotool,AI Agents for Security Operations Teams,"Cotool is an agentic security platform that eliminates manual and repetitive work for security teams.

Today’s cybersecurity teams remain bogged down by alert fatigue, context switching, and documentation overhead. Security teams don't need more dashboards with ""AI-powered insights"" — they need their time back.

Cotool empowers teams to build security their way. Our platform provides an AI co-pilot that automatically assembles context across tools, a no-code agent builder that transforms successful investigations into reusable automations, and automated report generation, providing comprehensive documentation in seconds.

Unlike solutions that force teams to adapt to vendor workflows, Cotool puts the power of AI directly in practitioners' hands, letting them shape tools around their unique processes. Early users have already cut time spent on investigation and detection engineering by 70%.",https://cotool.ai,Spring 2025,B2B,B2B -> Security,SaaS; Compliance; Security; Cybersecurity,3,Active,Early,10,T2:\bagentic\b; T4:\bplatform\b; T4:\bcompliance\b; T4:\bcontext\b
TectoAI,tectoai,A Platform for AI Governance,"We help your company identify roles that can be filled by agentic AI tools, onboard them quickly, monitor their performance and behavior post deployment, ensure they remain compliant, and aligned with regulations. Tecto is building the governance platform for managing the AI stack! ",https://www.tecto.ai/,Summer 2025,B2B,B2B,Artificial Intelligence,2,Active,Early,10,T2:\bagentic\b; T4:\bplatform\b; T4:\bdeploy; T4:\bmonitor
Asteroid,asteroid,Browser agents for regulated industries,"Asteroid builds and hosts browser AI agents for complex tasks. With built-in guardrails, evaluations and human oversight, we ensure enterprise-grade reliability across millions of operations in regulated industries.",https://asteroid.ai,W25,B2B,B2B,Artificial Intelligence; Robotic Process Automation; B2B; Automation; AI,2,Active,Early,10,T2:\bguardrail; T4:\bautomation\b; T4:\bevaluat; T4:\bbrowser\b
Confident AI,confident-ai,Open-Source Unit Testing for LLM Applications,"Confident AI allows companies of all sizes to benchmark, safeguard, and improve LLM applications, with best-in-class metrics and guardrails powered by DeepEval. Built by the creators of DeepEval (4.3k stars, >400k monthly downloads), Confident AI is able to offer battle-tested, open-source evaluation algorithms while providing the infrastructure needed for teams to stay confident their LLM systems.",https://confident-ai.com,W25,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; Developer Tools; Generative AI; Open Source,2,Active,Early,10,T2:\bguardrail; T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bevaluat
Exla,exla,An SDK to run transformer models anywhere,"Exla aggressively quantizes AI models to minimize memory usage and maximize inference speed. Whether you're deploying LLMs, VLMs, VLAs, or custom models, Exla reduces memory footprint by up to 80% and accelerates inference by 3–20x - all with just a few lines of code.

https://cal.com/exla-ai/schedule",https://exla.ai/,W25,B2B,"B2B -> Engineering, Product and Design",Edge Computing Semiconductors; Computer Vision; AI,0,Active,Early,10,T2:\binference\b; T4:\bsdk\b; T4:\bdeploy; T4:\bmemory\b
Fira,fira,Agentic AI platform for investment firms,"Fira is a financial research assistant that helps investment analysts spend less time on company research. It instantly searches and analyzes thousands of pages of unstructured company filings and earnings reports to provide source-cited answers and verifiable financial calculations.

Our mission is to create a financial AI co-worker deeply integrated into both internal and external data source. It will help with research and analysis, generating investment documents, and workflow automation. This will eventually allow investment professionals to spend less time on manual tasks and focus more on building relationships and making decisions.",https://firaresearch.com/,W25,B2B,B2B -> Finance and Accounting,Generative AI; B2B; Market Research; AI; AI Assistant,2,Active,Early,10,T2:\bagentic\b; T4:\bplatform\b; T4:\bworkflow\b; T4:\bautomation\b
Circlemind,circlemind,Circlemind is an open-source RAG using knowledge graphs and PageRank.,"Circlemind is developing the next-generation of memory systems for AI that surpasses current Retrieval Augmented Generation (RAG) methods. Our technology based on Knowledge Graphs and PageRank, allows for efficient, interpretable, and context-aware reasoning and retrieval.",https://circlemind.co,F24,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; Deep Learning; Developer Tools; Generative AI; SaaS,3,Active,Early,10,T2:\brag\b; T4:\bdeveloper tool; T4:\bmemory\b; T4:\bcontext\b
VortexifyAI,vortexifyai,Build AI applications and automations for supply chain operations,"Vortexify AI is a platform for building fully operational AI workflows tailored to supply chain operations. Deploy specialized, task-specific AI bots in days — not weeks. Our platform streamlines the creation of AI bots that can analyze millions of data rows, manage complex, long-horizon processes, and collaborate seamlessly with humans in the loop.

Each AI bot comes equipped with custom tools maintained through AI-powered code editors directly within the Vortexify platform. Development teams can instantly generate dashboards, data pipelines, machine learning models, and custom functions — all contextualized to business goals and data requirements.

Bots can operate in Co-pilot or Agent (autonomous) mode. They can be scheduled or triggered by real-time alerts and are governed by robust, natural language-generated guardrail templates that ensure safety, compliance, and reliability.",https://www.vortexify.ai,Fall 2024,B2B,B2B -> Supply Chain and Logistics,IoT; Supply Chain; Data Science; AI; AI Assistant,3,Active,Early,10,T2:\bguardrail; T4:\bplatform\b; T4:\bcompliance\b; T4:\bdeploy
Outerport,outerport,Compare documents and clarify business processes with AI,"Outerport helps AI read documents the way a researcher would - building up understanding section by section and checking facts along the way, instead of just matching similar phrases. For example, when a team needs to confirm a specific requirement in a 200-page compliance policy document, Outerport pinpoints the right section, provides the reasoning, and presents a fact-based summary. It can leverage this deep understanding to perform more complex tasks over documents, like comparative gap analysis and change tracking.

Outerport is built for performance- run thousands of queries against your critical documents, with reasoning behind every retrieval. No more faulty vector RAG.",https://outerport.com,S24,B2B,B2B -> Infrastructure,AIOps; Developer Tools; SaaS; Infrastructure; AI,2,Active,Early,10,T2:\brag\b; T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bcompliance\b
Reducto,reducto,The most accurate API to parse documents,"Reducto offers robust and reliable document ingestion for any workflow. Our API allows you to convert complex, unstructured documents into structured outputs that are perfect for RAG, process automation, and more. ",https://reducto.ai,W24,B2B,"B2B -> Engineering, Product and Design",Documents; Data Engineering; Enterprise Software; Search; AI,14,Active,Early,10,T2:\brag\b; T4:\bapi\b; T4:\bworkflow\b; T4:\bautomation\b
Markprompt,markprompt,AI for customer support,"Close customer support tickets faster with AI.

We’re building AI infrastructure to power customer support at scale. With Markprompt, companies can automate customer support, scale without increasing headcount, and deliver exceptional user experiences.
 
Scaling customer support with headcount is expensive, with human resources accounting for 90%+ of customer support expenses. On top of that, customer support agents often burn out leading to turnover and reduced quality. As companies grow, so does their expert knowledge, which is hard to access at scale and makes keeping employees up-to-date nearly impossible.

Markprompt addresses the root of the information access problem by indexing all available knowledge within a company, setting the foundation for a robust system of record to feed the AI. Built from the ground up with an API-first approach, Markprompt provides SDKs (such as React hooks and components) and no-code tools to enable integrations at all touchpoints in the customer journey.",https://markprompt.com,W24,B2B,B2B -> Infrastructure,Developer Tools; Customer Support; Infrastructure; AI; AI Assistant,3,Active,Early,10,T2:\bai infrastructure\b; T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bapi\b
Trieve,trieve,"All-in-one API for search, RAG, & recommendations","Infrastructure for search teams building retrieval and RAG. Trieve combines search language models with tools for tuning ranking and relevance.

Building excellent search is difficult and can take months to implement then even more time to maintain. Trieve offers production-ready infrastructure that works out of the box to help search teams build adjustable AI search and RAG into their products. With tools for custom models, relevancy weighting, date-recency biasing, semantic full-text hybrid search, recommendations, and more Trieve covers the full spectrum of what a team wants from their discovery infrastructure. ",https://trieve.ai,W24,B2B,B2B -> Infrastructure,Developer Tools; Open Source; API; Search; AI,7,Active,Early,10,T2:\brag\b; T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bapi\b
Chunkr,chunkr,Open source API service to parse complex documents,"Battle-tested + highly modular vision infrastructure to convert PDFs, PPTs, Word, Excel, PNG, and JPEGs into LLM-ready data. 

We started by building lumina.sh - where we needed to parse ~600M pages of scientific literature. The researchers didn't care - but devs wanted our ingestion pipeline. So we built chunkr instead. 

We offer high quality layout analysis, OCR, bounding boxes, granular VLM controls, semantic chunking, and all the last mile engineering that goes into building standout AI applications. Common use-cases include RAG, and automating document workflows like invoices/medical reports -> database.



",https://chunkr.ai/,W24,B2B,B2B,,3,Active,Early,10,T2:\brag\b; T4:\binfrastructure\b; T4:\bapi\b; T4:\bpipeline\b
